unix_time,EPOCH to date,accel_x,accel_y,accel_z,batt_current,batt_voltage,bme_altitude,bme_humidity,bme_pressure,bme_temp,cpu_load,cpu_temp,free_disk,free_memory,gps_alt,gps_lat,gps_lon,gps_num_sats,gps_velocity,gyro_x,gyro_y,gyro_z,i_3v3,i_5v0,i_vbatt,mag_x,mag_y,mag_z,num_resets,packet_count,reg_temp_3v3,reg_temp_5v0,tmp1,tmp1_clean,tmp2,tmp2_clean,used_disk,used_memory,v_3v3,v_5v0,v_vbatt
1763823815,11/22/2025 10:03:35,5736,-18352,-3496,0.4578186035,11.30208333,3600.540696,10.07130793,649.2247765,15.19386719,70,47.2,22660300,78412,0,0,0,0,0,84,-7125,3469,0.04577865601,0.1996089111,0.1513853516,-638,-33,-300,209,213,28.32448712,28.16824314,20.4375,20.4375,20.0625,20.0625,6204116,274540,3.306569485,5.113010636,11.27929688
1763823822,11/22/2025 10:03:42,5736,-18352,-3496,0.4535456299,11.25651042,3642.85203,9.962504153,645.6885133,15.08058594,70,47.2,22660300,78412,0,0,0,0,0,84,-7125,3469,0.04272674561,0.2014401855,0.1526062012,-638,-33,-300,209,213,26.70918568,27.85570667,20.25,20.25,19.8125,19.8125,6204116,274540,3.291981678,5.103215597,11.22802734
1763823853,11/22/2025 10:04:13,-24,-14208,192,0.4340120361,11.20524089,3875.557912,9.061947116,626.5172501,14.49308594,61.1,47.8,22660268,78284,0,0,0,0,0,2612,-13833,-3359,0.03479177856,0.1556583252,0.1513853516,-489,-135,-450,209,216,26.65705039,27.23043956,19.625,19.625,19.1875,19.1875,6204148,278184,3.29684428,5.103215597,11.24511719
1763823856,11/22/2025 10:04:16,-24,-14208,192,0.4340120361,11.20524089,3875.557912,9.061947116,626.5172501,14.49308594,61.1,47.8,22660268,78284,0,0,0,0,0,2612,-13833,-3359,0.03479177856,0.1556583252,0.1513853516,-489,-135,-450,209,216,26.65705039,27.23043956,19.625,19.625,19.1875,19.1875,6204148,278184,3.29684428,5.103215597,11.24511719
1763823877,11/22/2025 10:04:37,2168,-17976,120,0.4425579834,11.22233073,4072.587605,8.305991881,610.6478587,14.04054688,66.58,47.8,22660260,73520,0,0,0,0,0,-4041,403,4496,0.04333712769,0.2020506104,0.1526062012,-477,-185,-235,209,217,26.39634689,27.28255505,19.1875,19.1875,18.6875,18.6875,6204156,282600,3.279014739,5.113010636,11.24511719
1763823889,11/22/2025 10:04:49,1232,-21248,-712,0.4248556641,11.30208333,4162.161125,7.96507547,603.5417774,13.83859375,61.06,47.8,22660252,91372,0,0,0,0,0,-3473,4394,-2067,0.04516827393,0.1611521484,0.1519957764,-329,-207,-188,209,218,26.23990316,26.91770884,18.875,18.875,18.4375,18.4375,6204164,269604,3.322778159,5.103215597,11.20524089
1763823895,11/22/2025 10:04:55,1232,-21248,-712,0.4248556641,11.30208333,4214.000608,7.735317823,599.4599148,13.75109375,50.25,47.2,22660256,80872,0,0,0,0,0,-3473,4394,-2067,0.04516827393,0.1611521484,0.1519957764,-329,-207,-188,209,218,26.23990316,26.91770884,18.8125,18.8125,18.3125,18.3125,6204160,279672,3.322778159,5.103215597,11.20524089
1763823930,11/22/2025 10:05:30,5704,-14456,152,0.4315703369,11.24511719,4454.675032,7.265708419,580.8007872,13.21691406,61.01,46.2,22660224,86172,0,0,0,0,0,-1278,-11521,-686,0.05371362305,0.1574895996,0.1519957764,-479,-182,-358,209,220,25.97912754,26.34420078,18.375,18.375,17.6875,17.6875,6204192,274128,3.272531269,5.135049475,11.24511719
1763823936,11/22/2025 10:05:36,3472,-13192,952,0.4431684082,11.21663411,4512.041317,7.302450565,576.4234325,13.07121094,64.34,45.6,22660232,91388,0,0,0,0,0,2847,-15291,-210,0.05249285889,0.2014401855,0.1538270508,-467,-162,-165,209,220,26.03128627,26.65705039,18.125,18.125,17.5625,17.5625,6204184,268060,3.319536424,5.076279238,11.20524089
1763823941,11/22/2025 10:05:41,3408,-15168,-2600,0.4431684082,11.21663411,4543.852028,7.292802393,574.0076429,13.03449219,73.74,46.2,22660240,83884,0,0,0,0,0,1485,32767,5556,0.05249285889,0.2014401855,0.1538270508,-455,-12,-568,209,220,26.03128627,26.65705039,18.125,18.125,17.4375,17.4375,6204176,275536,3.319536424,5.076279238,11.20524089
1763823966,11/22/2025 10:06:06,352,-19272,-1336,0.4431684082,11.21663411,4721.846945,7.410250206,560.6410252,12.72882813,50.5,46.2,22660200,81980,0,0,0,0,0,4385,-22396,-4054,0.05249285889,0.2014401855,0.1538270508,-439,-171,-432,209,220,26.03128627,26.65705039,17.625,17.625,16.9375,16.9375,6204216,282024,3.319536424,5.076279238,11.20524089
1763824006,11/22/2025 10:06:46,3272,-19800,-1952,0.4486622314,11.20524089,5037.879747,7.01909025,537.5298005,12.20207031,77.14,45.1,22660176,88620,0,0,0,0,0,-1564,5050,2349,0.04089559937,0.2014401855,0.150164502,-531,-151,-291,209,224,23.99575713,24.98776864,16.75,16.75,15.8125,15.8125,6204240,274828,3.279014739,5.137498235,11.23372396
1763824012,11/22/2025 10:06:52,3272,-19800,-1952,0.4486622314,11.20524089,5037.879747,7.01909025,537.5298005,12.20207031,50.88,45.1,22660180,84176,0,0,0,0,0,-1564,5050,2349,0.04089559937,0.2014401855,0.150164502,-531,-151,-291,209,224,23.99575713,24.98776864,16.75,16.75,15.6875,15.6875,6204236,279236,3.279014739,5.137498235,11.23372396
